product_id,review_id,rating,content,customer_name
74021317,12559756,5,"Có những người bước đến, họ lấp đầy hạnh phúc vào từng vết nứt trong tim, khiến chúng được an ủi và chữa lành. Nhưng rồi họ lại ra đi, làm tan vỡ trái tim người ở lại….
Câu chuyện bắt đầu bằng sự vui vẻ, nghịch ngợm của một cậu bé mang tên Zezé và kết thúc là một nỗi đau tột cùng khi mất đi hai người bạn quý giá nhất đời mình.
Khi đọc cuốn tiểu thuyết này, các bạn hẳn sẽ nhiều lần đau xót vì thương cảm cho cậu bé chỉ mới 5 tuổi với một tuổi thơ nhiều rạn vỡ. Nhưng các bạn cũng sẽ mỉm cười và cảm thấy yêu thương sự sống từ trong sâu thẳm tim mình. Bởi trong suốt cuốn tiểu thuyết, người với người đối xử với nhau vẫn rất đỗi dịu dàng, yêu thương và trìu mến. Cho đến khi khép lại cuốn sách, thì trái tim chúng ta lại thổn thức với một nỗi buồn vương vấn, buồn cho sự mất mát từ những yêu thương và buồn cho sự trưởng thành từ những nỗi đau, sự trưởng thành quá sớm mà không ai mong muốn…
Một cuốn tự truyện đầy cảm động, tuy đau đớn nhưng vẫn ngập tràn tình yêu thương!!!
Cảm ơn Tiki 🧡",Vân Anh
74021317,18368714,5,"Một cuốn sách rất đáng đọc về tình yêu thương và sự mất mát mà chắc chắn mình sẽ gợi ý cho mọi người (dù biết rằng nó đã rất hot rồi), để cùng cười trước những trò nghịch ngợm tinh quái, trí tưởng tượng tuyệt vời và những ước mơ rất trẻ con của Zezé, cùng xót xa khi em bị đánh đập, cùng đau đớn khi những người bạn mà em yêu nhất lần lượt ra đi, và cùng tiếc nuối khi nhận ra rằng một đứa trẻ chưa đầy 6 tuổi như em đã biết quá nhiều, đến mức sự hồn nhiên, mơ mộng trẻ con của em sẽ không bao giờ quay trở lại.

Mình có thể hiểu tại sao cuốn sách này lại hot đến vậy, lối viết rất nhẹ nhàng, trong sáng và dễ hiểu, quá đủ để tiếp cận độc giả ở mọi lứa tuổi. Nhưng cảm xúc mà nó đem lại thì mạnh mẽ vô cùng.

Cuối cùng thì cảm ơn Tiki và Nhã Nam (cùng chiến dịch Dọn kho - lý do cuối cùng khiến mình hạ quyết tâm rước ẻm về nhà =))) đã đem đến cho mình một cuốn sách tuyệt vời. Đáng đồng tiền bát gạo.",Phương Linh
74021317,20011330,4,Mua đợt sale giá rẻ. Đặt có 1h là ship đến rồi. Nhưng ko biết phải đợt sale ko trừ 2 cuốn đắt nhất thì 4 cuốn còn lại đều có tì vết dù ko đáng kể nhưng lần đầu mua sách nên hơi hụt hẫng.,Quốc Toàn
74021317,20220042,4,Sách bị móp nhẹ ở phần góc phải trong sách thì giấy cũng hơi nhăn ở góc đó vs lại bìa bị bong lớp nilon ra một chút,Thanh Tung
74021317,20086128,5,Đây là cuốn sách làm tôi xúc động nhất từ trước đến bây giờ. Nếu bạn là cha mẹ và có một cậu con trai tinh nghịch ( hoặc nói quá là nghịch ngợm) thì nên đọc để yêu thương con đúng cách.,Nguyễn Thu Hương
74021317,19622803,5,"Sách đẹp, mới, cứng cáp. Giao hàng siu nhanh. Đã lâu rồi ko đặt sách tiki, giờ đặt lại vẫn hài lòng lắm. Giao hàng hcm siêu nhanh. Nhận sách cái feedback luôn nên chưa kịp thẩm nội dung như nào",Ngọc Anh
74021317,19902701,5,"""Cây Cam Ngọt Của Tôi"" là một tác phẩm văn học đầy cảm xúc, kể về hành trình trưởng thành của nhân vật chính qua những biến cố của cuộc sống. Cuốn sách gợi mở nhiều suy ngẫm về gia đình, tình bạn và sự lựa chọn cá nhân trong từng hoàn cảnh khác nhau. Đây là một cuốn sách đáng đọc, không chỉ bởi giá trị văn học mà còn bởi những bài học sâu sắc mà nó mang lại.",Đinh Hồng Châu
74021317,19704431,4,"Mình đã đọc xong cuốn này và theo mình cảm nhận về nội dung thì khá là hay, câu chuyện kể về một đứa trẻ 5 tuổi nhưng cái nghèo đã bắt em phải hiểu chuyện và bắt em trải qua những thứ mà ngay cả người lớn còn chưa chắc đã có thể chịu đựng được. Đọc khúc đầu thì không sao, thậm chí còn có nhiều chi tiết gây cười nữa, nhưng đọc đến những chương gần cuối rồi thì mình tốn không ít nước mắt. Nói chung là khá hay, nếu có thể thì mình nghĩ bạn cũng nên đọc thử
Còn về giao hàng thì sách được giao khá nhanh, không bị hư góc hay gì cả nhưng mình thấy sách không còn siu, và bị thiếu mất đồ kẹp sách nữa nên cũng hơi thất vọng xíu, nhưng vẫn oke nha 
*Ps : Hình này là do mình đọc hết cuốn sách rồi mới chụp nên nhìn hơi bất ổn xíu :'>>",Võ Kim Ngân
74021317,19682991,5,"Nội dung vô cùng hấp dẫn và cảm động, cậu bé Zeze trong truyện có 1 tuổi thơ đầy cay đắng và bi thương, cả về thể xác lẫn tinh thần. Nhiều phân đoạn đầy xúc động và sâu sắc đến mức tôi ko cầm được nước mắt. Đây chắc chắn là 1 trong nhưng cuốn sách hay nhất tôi từng đọc",Đỗ Minh Quân
74021317,19343799,5,"Cuốn sách khá ngắn, có thể đọc hết trong 1 lần đọc. Khi đọc những trang đầu mình không hào hứng lắm vì câu chuyện kể về sự nghèo khổ của gia đình cậu bé Zezé. Bắt đầu phần sau của câu chuyện, tác giả đã thêm vào những chi tiết để thấy rằng cuộc sống tuy khó khăn nhưng cũng tràn đầy sắc màu. Đoạn kết khiến mình hơi hụt hẫng nhưng cũng diễn ra rất nhanh để kết thúc luôn câu chuyện nên cũng không gây ra quá nhiều nuối tiếc cho mình. Nhìn lại thì đây là một tác phẩm đáng yêu, thú vị, khiến bản thân phải suy nghĩ về cuộc sống này, trân trọng những điều giản dị và dặn mình luôn đối xử tốt với mọi người xung quanh",Quỳnh Hoa
74021317,19292154,1,"mua Cha và Con của Tony Parsons thì nhận đc sách của Ivan Turgenev thực sự quá thất vọng, đơn này chấp nhận lấy ko đổi trả, chat nhắc đơn sau tránh nhầm mà vẫn bị, ko hiểu làm ăn kiểu gì, quà tặng ko thấy luôn, nếu ko có sách thì phải báo chứ. ko bao h mua lại ở đây nữa.",Nguyễn Ngọc Hải
74021317,18392687,5,"Đáng mua lắm mn ạ. Mình đọc mà cảm xúc lẫn lộn lắm luôn í. Phẫn nộ, đau xót, đáng thương, niềm vui và những nỗi buồn cứ luân phiên hiện hữu trong tâm trí mình. Ẩn sâu trong đó là những bài học vô cùng ý nghĩ. Có thể đọc xong bạn sẽ có cái nhìn khác về cuộc sống của mình.",Nguyễn Hoàng Bảo Minh
74021317,20218554,5,"sách hay, diễn tiến theo tâm lý nhân vật, xây dựng nhân vật có chiều sâu tâm lý, rất trẻ con nhưng là bài học cho người lớn.",Hương
74021317,14069617,5,"Bìa cực xinh, tiki giao hàng nhanh, sách không bị nhăn góc, gãy cạnh hay bẩn j hết.
Cuốn này quá nổi rồi nên mình sẽ không nhận xét về nội dung mà chỉ chia sẻ cảm nhận của bản thân. Khi mới đọc nửa đầu, mk vừa buồn cười vừa giận những trò nghịch ngợm của cậu bé, ngưỡng mộ tài năng cũng như yêu quý tính cách dễ thương của cậu. Nhưng đến khoảng nửa phần sau mk thì khóc sướt mướt luôn:((. Mk giận cuộc đời sao đối xử bất công với cậu bé như thế!! Cậu vẫn còn quá nhỏ để hiểu đời, hiểu thế sự, hiểu sự "" chết"" là gì!! Dẫu biết cuộc sống khó khăn cậu đã trải qua thuở bé trở thành hành trang cho đường đời sau này, dẫu biết mọi thứ đều có mặt tích cực, nhưng mình vẫn thương, vẫn tiếc cho một tuổi thơ đầy tươi đẹp, đầy hồn nhiên đã bị giết chết quá sớm như thế!
Nói chung, mình cực kì khuyên các bạn NÊN MUA. Cuốn sách còn hơn cả một câu chuyện về ZeZe mà cò chất chứa nhiều câu chuyện khác, nhiều tầng ý nghĩa khác nữa!!",Trần Thị Trang
74021317,19772634,5,"rất lâu rồi mới có quyển sách khiên mình đọc 1 hơi hết vèo quyền sách, nội dung rất hay cứ như truyện thiếu nhi cho người lớn í, mình ngồi ngoài quán cà phê đọc được nửa mà phải về vì ngồi khóc sợ người khác thấy lại tưởng mình bị gì",Trần Nhi
74021317,19856595,5,"Quyển sách lấy đi của mình khá nhiều nước mắt nhưng đừng vì review này của mình mà không mua sách các bạn nhé! Sách cực kỳ hay. Câu chuyện hết sức ý nghĩa và cảm động, đúng là làm cho người đọc thổn thức! Rất đáng xem ạ!!!",Trần Hiếu Thảo
74021317,13944789,3,"hic thấy người ta mua sách nhìn ổn áp ghê, tới mình mua đợt nào sách cũng quăng góc, trầy bìa, lum la. Không phải lần đầu nói. Chăm sóc khách hàng của Tiki tốt thực sự, nhưng sách bên Tiki Trading giao tới mình thì lại thất vọng tràn trề. Mong Tiki cùng Nhã Nam sẽ có cách cải thiện trong những lần mình đặt sắp tới.",Phạm Duyên
74021317,18101671,5,"Mình đọc liền 1 mạch hết truyện luôn. Câu chuyện về cậu bé zeze mới chỉ 5 tuổi nhưng đã có suy nghĩ trưởng thành hơn rất nhiều so với tuổi của mình. Cậu bé có nhiều trò nghịch ngợm khá tai quái như bôi nến lên đường để làm người đi đường bị ngã, làm rắn giả để doạ người đi đường, đốt hàng rào nhà hàng xóm, cắt dây phơi nhà hàng xóm, đốt võng khi bác đang ngủ... Tuy nhiên cậu lại vô cùng thông minh và có trí tưởng tượng rất phong phú. Cậu biết đọc khi chưa tới trường mà không cần ai dạy. Cậu ngỗ nghịch với mọi người nhưng cậu lại rất yêu thương, trìu mến với chị gái Glo và em trai Luis. Trong khi cậu luôn nghĩ mình là con quỷ, mình không nên sinh ra trên đời để bị đánh đập, hành hạ. Thì dối với cô giáo, cậu là cậu bé có trái tim vàng. Đối với ông Ario bán nhạc, cậu là chú chim sẻ mang lại may mắn, là vị thánh tí hon. Đối với ông Bồ cậu là người bạn thân nhất, là con trai mang lại cho ông những tiếng cười sảng khoái. Và Zeze bé nhỏ phải trải qua nhiều đau đớn cả về thể xác lẫn tinh thần mà đáng ra, 1 em bé mới 5 tuổi không nên biết. Đó là những giáng sinh hụt hẫng, thất vọng cùng cực khi nhìn thấy đôi giày trống không, không có quà. Đó là đôi mắt mở to đau đớn ám ảnh của cha khi bị tổn thương bởi những câu nói trẻ thơ. Đó là nỗi thất vọng khi bị xé mất quả cầu đầu tiên mình đang kỳ công cố gắng làm. Đó là trận đòn thừa sống thiếu chết của anh chị. Đó là lần bị cha dùng roi da đánh đến ngất đi và kể từ đó người cha trong tim cậu cũng vĩnh viễn chết đi. Và đau đớn hơn cả là khi cậu nghe tin ông Bồ- người cho cậu yêu thương, người cậu coi là cha- bị tàu cán. Khép lại truyện mà vẫn cứ nghĩ hoài về zeze. Mong rằng mối đứa trẻ đều được yêu thuwong, được thấu hiểu, được chia sẻ để các em sẽ đều được hạnh phúc, trưởng thành chứ k phải day dứt và ám thị vì những điều ng lớn mắng nhiếc về mình.",Nhung nguyễn
74021317,18079292,5,"Sách dc giao nguyên vẹn, nội dung rất hay và ý nghĩa. Nhiều bạn phàn nàn tiki k dùng xốp hay bọc chống sốc, nhưng như vậy cực kì ô nhiễm mt 1 cách k cần thiết, vì sách k phải hàng dễ vỡ và đọc 1 thời gian cũng cũ, quan trọng là nội dung truyền tải. Cảm ơn tiki vì điều này + bao giờ cũng bán rẻ hơn các nhà sách khác.",iam july
74021317,19288260,5,"Tác phẩm văn học kể về trẻ em lớn lên trong sự nghèo khó nhưng vẫn rất thời đại, rất hay và cảm động. Lời văn mượt mà, đầy hương vị và gần gũi.",Xómchồnggià chồngđẹphồixuângiậtchồnghútchíchcờbạc
74021317,19045823,5,"Sách còn mới nguyên và điểm trừ vẫn là mình ghét kiểu ko bọc trong của tiki tuy rằng minh chưa dính cuốn nào bị méo mó hay hỏng gáy
Về nội dung có thể hơi Spoil nhẹ 
Cây cam ngọt của tôi - Jose Mauro de Vasconcelos
“Trái tim chúng ta cần phải đủ lớn để có chỗ cho tất cả mọi thứ chúng ta yêu thương”
Mình tính đọc cuốn này vào hè cơ nhưng tình cờ sau câu chuyện Totto-Chan bên cửa sổ mình lại bốc vào cuốn này, ban đầu mình đọc tiêu đề tưởng như dành cho thiếu nhi, nhưng sau 240 trang sách thì mình nhận ra nó dành cho người lớn nhiều hơn. Đoạn đầu thì có vẻ diễn biến hơi chậm nhưng từ giữa đổ đi thì mình thấy rất hay.
Xuyên suốt câu chuyện qua lời kể của cậu bé 5 tuổi vô cùng đáng yêu và tinh nghịch trong một gia đình nghèo khó và đông anh chị em, trong khu vườn của cậu có một cây cam ngọt là người “bạn” thân thiết để cậu trải mọi nỗi lòng của minh. Zezé có một “trí thông minh trước tuổi”, giầu trí tưởng tượng cùng rất nhiều trò nghịch ngợm để rồi bị đánh, bị cấm túc nhưng sâu trong cậu bé là sự khao khát tình yêu thương sự thấu hiểu của gia đình nhưng không ai hiểu cậu cả để rồi cậu tìm thấy “cây cam” của mình. Cùng với đó có một người bạn đã lắng nghe và thấu hiểu cậu,“ông Bồ” giống như ánh sáng chiếu rọi trong cuộc sống của Zezé vậy. Người đàn ông Bồ Đào Nha này đã cho cậu cảm nhận tình yêu thương và ấm áp giữa người với người.
Giọng văn của tác giả khá đời thường, đơn giản và gần gũi có những đoạn thực sự rất hay như khi Zezé nói “đáng lẽ con không được sinh ra” mẹ cậu đã trả lời rằng“Ai đã ở trên đời, thì người đó xứng đáng được sinh ra, con ạ” hay đoạn “Ông có thể giết một người nào đó trong trái tim ông. Không yêu người đó nữa. Và thế là một ngày nào đó người đó sẽ chết…” Và mình thích nhất đoạn cậu tặng hoa cho cô giáo, khi biết hoa cậu trộm tặng cô, cô đã bảo cậu không cần tặng cô hoa nữa nhưng Zezé cho rằng lọ không có hoa thì cô đã nói“Cái lọ này không bao giờ trống rỗng. Bất cứ khi nào nhìn nó, cô sẽ đều thấy bông hoa đẹp nhất trên đời”.
Đọc ban đầu thì ngọt ngào nhưng dần đến cuối thì chua dần đến chảy nước mắt và mình đã chảy thật ;))))). Thật sự rất xứng đáng với kinh điển của Brazil, truyện được viết và xuất bản gần 60 năm từ năm 1968 đến nay. Trước khi đọc mình cũng nghe rất nhiều bạn thích và cũng lại rất nhiều bạn thấy không hay chắc có lẽ không hợp gu vậy thôi, còn đối với mình thì nó vẫn xứng đáng là những câu truyện đáng đọc.
4.5/5
P/s: Mình cũng rất thích nhân vật chị Gloria nữa.",Phùng Thái
74021317,19700124,5,"Giấy ổn, bao bì đẹp (mình chỉ buồn là không tặng bookmark🥲). Nghe review về cuồn này nhiều rồi nên mới quyết định mua về đọc xem sao. Giao hành cực nhanh💯, đóng gói có bao chống sốc cẩn thận nên về tới tay mình sách không bị móp méo gì cả🫶🏻",Lan Ng
74021317,18935540,5,"Cuốn sách viết về cậu bé 5 tuổi hay nghịch ngợm, quậy phá và được xem là thông minh hơn những đứa trẻ khác và có ước mơ làm nhà thơ mặc com lê thắt nơ ở cổ :)))

Tuy cậu chỉ mới 5 tuổi nhưng đã biết quá nhiều thứ mà đáng lẽ một đứa trẻ ko nên biết. Cậu có trí tưởng tượng phong phú, tuy có lúc tinh nghịch. Cậu tin rằng mình hư và mình chính là đứa con của quỷ vì ko có Giáng Sinh nào được nhận quà từ ông già Noel. Cậu có một người chị ko bao giờ đánh cậu, có một cây cam nhỏ phía sau nhà bầu bạn và một người bạn chân chính khác. Nhờ người bạn đó mà cậu bé mới biết yêu thương thật sự là như thế nào vì chưa có ai đối xử tốt với cậu như vậy kể cả cha mẹ cậu. Mình đã cùng cười vì những trò nghịch ngợm của cậu cũng như cùng khóc vì những đoạn quá buồn. Một cuốn sách các bạn nên đọc và cảm nhận nha.",Nguyễn Thị Liên
74021317,18934795,5,"Đóng gói: chỉnh chu
Shipper : thân thiện 
Thoi gian giao  hàng : nhanh 
Nội dung đánh giá:
Cảm nhận riêng thui nha mn. Sách không quá dày cũng không quá mỏng, đọc khá cuốn,nma với mình thì chưa đủ quá xúc động, đúng là có mang lại cảm giác nhói lòng cho người đọc, mình đã mang tâm lý đó suốt buổi đọc cuốn sách này, một cảm giác nghẹn đến không chịu nổi.riêng mình thì mình rất rcm các b nên mua đọc thử nha",Trần Thị Anh Thư
74021317,20135519,5,"Cuốn này chưa đọc xong , mới đọc nhưng thấy khá cuốn . Với lối diễn đạt khá hay . Nhân vật có khía cạnh lém lỉnh và cảm xúc .",Truong Nam
74021317,15780485,5,"ôi thật sự đây là cuốn sách đầu tiên khiến mình khóc trong đợt cách ly này. Khóc cho hoàn cảnh của cậu bé Zezé, một đứa trẻ rất hiểu chuyện, hay cho những cú đánh đau rát đến mức bỏng da mà cậu chịu đựng. khóc cho sự mất mát 2 thứ quan trọng của em. rất đáng để mua đọc nha",thinhahihi nek
74021317,19445528,5,"Nội dung rất sâu sắc và chân thực, lột tả về vẻ cơ cực của tầng lớp nghèo khổ, bế tắc của họ đồng thời điểm nhấn về cậu bé ZeZe được diễn tả cảm xúc rất chân thực, nghịch ngợm ham chơi nhưng đầy tò mò học hỏi và hơn hên là khao khát được yêu thương cháy bỏng.

Chương 1 đọc thấy vẫn bình thường nhưng qua tới chương 2 đầy nước mắt. Một tác phẩm rất đáng để đọc và suy ngẫm về giá trị của tình yêu thương có thể khơi gợi những điều tốt đẹp cháy bỏng bên trong mỗi con người.

Tiki giao hàng nhanh, bọc kỹ, sách đẹp.",Kieu Linh
74021317,19869429,5,"Đây là một cuốn sách tuyệt vời từng nét bút nét chữ, mình cảm thấy may măn khi đọc đc một cuốn sách như vậy, mô tả sắc nét từ nhân vật đến cuộc sông thực tại con người, mình bh hóng phần 2 ra mà chốt đơn.",Thành Chính
74021317,20189650,5,"Nội dung hay lắmmmmm
Phần đầu đọc tuy khó hiểu nhưng dần về sau càng đọc càng cuốn lắm á >",Bảo Trần
74021317,12322259,5,"Nội dung của sách thì không phải bàn đến rồi, đây là 1 tác phẩm văn học kinh điển mọi người đều biết tới.
Vậy nên mình sẽ nói về dịch vụ của Tiki
- Giao hàng siêu nhanh luôn, tối hôm trước mình đặt chiều hôm sau đã có hàng trên tay rồi
- Đóng gói chắc chắn như mọi lần, sách không móp méo, không bị bẩn, nói chung ngoại quan không vấn đề. Sách in không bị lỗi mực in hay phông chữ",Khánh Ly
74021317,17995624,2,"Gói đúng ẩu :) k bọc chống sốc để trần trụi xong bỏ hộp :))))) muốn nát luôn cuốn cây cam luôn r 
muốn mua sách mới phẳng phiu mà mở ra coi như truyện cũ muốn rớt nước mắt luôn á tr 🥹",Trâm Nè
74021317,17252480,5,"Đánh giá: 10/10
Giá: 64k (đợt sale t2 hàng tuần)
Cảm nhận: 
     - Tưởng healing nhẹ nhàng nhưng kp mn ạ. Mn nhớ cbi sẵn khăn giấy nha~
     - Đọc cuốn này xong mình mới hiểu thấu lời giảng của thầy mình: Giàu có chưa chắc đã đem lại hạnh phúc nhưng giàu có sẽ đem đến nhiều hơn những cơ hội để đc hạnh phúc. 
Trích đoạn:
     ""Chúng không còn biết bay nữa. Chúng sẽ đậu trên những cây cam cho đến khi bị lũ trẻ con lấy súng cao su bắn. Khi Zico không thể chăm sóc chuồng chim đc nữa, anh đã mở cửa lồng và chuyện đã xảy ra đúng như thế. Không con nào thoát.""",Cẩm Vân
74021317,19307190,5,"Mình vừa đọc được 3 chương. Chương đầu tiên, mình luôn thắc mắc sao Zezé  lại cứ nghĩ “Nó là con của Quỷ” trong khi đó chỉ là một đứa bé hơn 5 tuổi, có những ngây thơ, luôn mong mỏi khám phá để hiểu biết tất cả. Đôi lúc, cậu ấy ăn nói rất già dặn với những gì cậu nghe và học được từ những người lớn xung quanh…Chương 2, sẽ giúp bạn biết được tên tựa “Cây cam ngọt của tôi”. Chương 3, tôi đã bắt đầu đồng cảm với “cái nghèo”, xúc động với sự cố gắng nỗ lực của cậu ấy để kịp với đêm Giáng sinh, thật sự ngưỡng mộ quyết tâm kiên định của cậu ấy dù việc đó rất nhỏ, cậu ấy đã xây dựng nét “thiện lương” thật đáng trân quý, và tôi thổn thức ấm áp của hai cha con…",Nguyễn Hiếu
74021317,19294484,5,"Một cuốn sách rất hay kể về câu chuyện của một cậu bé 5 tuổi luôn khao khát được yêu thương nhưng lại chẳng nhận được điều đó trong chính ngôi nhà của mình, theo đúng cái cách mà em muốn được thương yêu.

Khép trang sách lại rồi nhưng vẫn mãi day dứt về những nỗi đau mà không đứa trẻ nào đáng phải gánh chịu, mãi ám ảnh về những câu nói mà không có đứa trẻ nào đáng ở trong hoàn cảnh phải thốt ra.

""Mẹ ơi, đáng lẽ con không nên được sinh ra trên đời này.""",Huỳnh Hải
74021317,14770007,5,"Tác phẩm kinh điển, nội dung hay xuất sắc luôn, đoạn đầu đọc buồn cười chết đi được nhưng dần về sau càng thấm, đượm buồn. Tui đã khóc rất nhiều vì tui nhìn thấy được chính bản thân tui lúc nhỏ trong câu chuyện của Zeze, đến bây giờ vẫn còn ám ảnh. Sách hay lắm, đáng tiền lắm luôn ạ.",Hồ Thị Anh Mỹ
74021317,20239813,5,"Đóng hàng cẩn thận, hàng mới nguyên",Phạm Anh
74021317,19267464,5,"Giao hàng nhanh,giấy in mực in chất lượng. Xin lỗi vì đã đánh giá 1sao cho cuốn ""hoa trên mộ"" vì hiểu lầm sách viết sai chính tả ạ",Thùy Trang 
74021317,19201471,5,"Câu chuyện của cậu bé với tuổi thơ không mấy hạnh phúc của mình, như mọi người suy nghĩ. Tuy nhiên, cậu rất may mắn, vì có những người bạn chân thành của mình, để ít nhất thì cậu có một khoảng thời gian vô cùng đẹp đẽ. Đối với mình, sách không khiến mình rơi lệ, chỉ có nhiều cung bậc khác nhau, có thể thấu hiểu cho nhân vật.
Còn chất lượng sách thì khỏi bàn",Minh Đàm
74021317,19184511,4,"Well, với mình nó khiến mình xúc động nhưng không đến mức khóc nhưng cũng là một cuốn sách đáng để đọc. Nội dung ý nghĩa nhân văn, điều mà mình tiếc nuối nhất chắc là cái chết của ông Bồ, vẫn chỉ mong đó là nhầm người thôi nhưng cuộc sống mà, đắng, cay, ngọt, bùi phải trải thì mới trưởng thành được😊",Bảo Ngân
74021317,19719807,5,Tiki giao hàng gọi là siêu nhanh. Về nội dung thì mình cho 10 điểm vì mình đọc và cảm nhận được những việc xảy ra trong câu chuyện. Nói chung với mình đây là quyển sách hay và đáng tiền.,ĐẶNG THỊ YẾN NHI
74021317,10722141,3,"Bình thường sách mình vẫn hay ra nhà sách mua hơn để có thể lựa sách trong tình trạng tốt nhất nhưng do dịch nên đây là lần đầu tiên mình mua sách tại Tiki, và mình cảm thấy khá thất vọng cho lần trải nghiệm này. Đóng gói ko chắc chắn, thùng bị bóp méo dẫn đến sách bên trong cũng bị nhăn. Mình thật sự cảm thấy rất buồn và không hài lòng khi nhìn sách bị tình trạng như vậy, mua 5 cuốn thì đã bị hết 4 cuốn rồi, điều này làm ảnh hưởng khá nhiều đến trải nghiệm mua sắm lần đầu tiên tại đây, đặc biệt là với những người yêu sách như mình. Mong Tiki có thể tìm phương án tốt hơn trong việc bảo quản sản phẩm trong quá trình vận chuyển để có thể giao đến tay người nhận trong tình trạng nguyên vẹn.",Ngọc Trân
